Source,Target
620,1165
620,1749
621,1348
621,1784
622,1135
622,988
623,758
623,1052
623,1373
623,1555
624,1771
624,1849
625,983
625,1114
626,943
626,1052
626,1985
626,1987
626,1085
626,1807
626,1808
626,1480
626,1917
626,1389
626,1275
626,1158
626,687
626,1487
626,1938
627,1894
627,778
627,1854
627,1360
627,914
627,1321
627,1037
627,1683
627,1928
627,633
627,891
627,735
627,1469
628,1118
628,1553
628,1800
628,1241
628,870
628,1292
628,1610
628,665
628,1670
628,762
628,1868
628,937
629,1234
629,1372
629,1121
629,1898
629,871
629,1911
629,1686
629,902
629,1039
629,1672
629,1935
629,1937
629,1434
629,788
629,1356
630,671
630,789
630,1729
630,1666
630,1761
630,1780
630,1264
630,1474
630,934
630,634
630,941
631,1234
631,1204
631,1031
631,1259
631,1099
631,1635
631,1498
631,1107
631,1548
631,891
631,1390
631,653
632,858
632,1604
632,1088
632,837
632,1008
632,1504
632,1569
632,1109
632,1461
632,896
632,766
632,1465
632,940
632,1318
633,1675
633,1542
633,1785
633,1360
633,1370
633,1363
633,1476
633,1616
633,1466
633,1795
633,1600
633,1358
633,1190
634,806
634,1351
634,740
634,984
634,854
634,1931
634,950
634,1656
635,900
635,1560
635,659
635,923
635,872
635,1319
635,1340
635,1310
635,759
635,1533
635,1663
635,1088
635,868
635,649
636,1426
636,1950
637,916
637,1692
637,1438
637,1949
638,1879
638,696
638,1189
638,1265
639,712
639,1983
640,1007
640,1036
640,726
641,897
641,762
641,1315
641,1823
642,1364
642,1141
643,1185
643,1227
643,1572
644,1316
644,651
645,1508
645,893
646,1707
646,1708
647,1066
647,1304
647,807
647,1465
648,1499
648,960
648,978
648,935
648,1931
649,1558
649,1918
649,664
649,759
649,1083
650,901
650,1238
650,1890
650,1250
651,1430
651,1381
651,1444
651,1091
652,841
652,1872
652,967
652,677
652,1087
652,1191
652,1048
653,1031
653,1035
653,1498
653,1390
654,780
654,1562
654,760
654,1715
654,1394
655,1900
655,784
655,673
655,729
656,1096
656,1806
656,1025
657,1983
657,1159
658,1578
658,898
658,989
658,716
659,1155
659,1133
660,828
660,1984
660,1157
661,1462
661,737
661,734
662,1309
662,685
663,1365
663,730
664,1310
664,1651
664,1339
664,1042
664,1183
664,1133
665,1519
665,1120
665,1298
665,1041
665,1980
665,1447
666,1360
666,1979
667,1551
667,1705
668,1362
668,1897
669,1033
670,1032
670,1467
671,1332
671,1780
671,1968
672,1398
672,1065
672,948
673,769
673,1118
674,1362
674,1897
674,1269
674,1526
675,1247
676,1323
676,1653
676,1347
677,847
677,1277
677,1191
677,1048
678,1050
678,1249
678,1599
679,1700
679,1371
679,1044
680,1439
680,1267
680,848
680,1891
681,1708
682,1916
683,1701
683,1053
683,1022
684,1558
684,1128
685,1222
685,1936
686,831
686,1831
687,1255
687,1435
687,1158
688,1594
688,1899
688,1187
688,963
689,1461
690,1054
691,711
691,1518
692,1186
692,1310
692,783
692,1029
693,1614
693,1011
694,1083
694,935
694,1697
695,969
695,919
695,1404
695,834
695,1030
696,910
697,761
697,877
697,1045
697,1939
698,1519
698,851
698,1819
699,780
699,1576
699,764
700,941
700,1830
701,1443
702,1317
702,779
702,934
702,1520
703,1399
703,1964
704,1729
704,1761
705,1027
705,1801
705,1396
705,1091
706,1375
707,1045
707,1350
707,761
708,812
708,1152
708,1157
708,1794
709,1370
710,1601
710,1126
711,898
712,1991
713,874
713,1973
714,1622
714,1974
715,1443
715,1240
715,1181
716,1073
716,1005
717,1185
718,1309
718,1399
719,1149
720,1460
720,1053
721,1082
721,1903
722,1842
722,1893
723,1575
726,1810
726,1316
727,1580
727,1485
728,860
728,1038
729,1553
729,1292
729,1315
729,1465
730,1901
730,1224
730,1603
730,898
730,1273
731,1067
731,1199
731,1461
731,896
732,828
732,1942
732,1288
732,1904
732,1152
732,1749
732,953
733,1546
733,1419
733,1604
733,940
733,1192
734,737
734,871
734,874
734,1251
734,1462
735,1062
735,1788
735,891
735,754
736,1050
736,814
736,1344
736,1599
736,1422
737,1563
737,967
737,874
737,793
737,1251
737,1468
737,1608
738,1981
738,1352
738,774
738,1079
738,1380
738,1551
738,1305
738,1041
738,1819
738,1576
739,1364
739,1005
739,1282
739,774
739,1334
739,1036
739,1989
739,1993
739,1626
739,1222
740,1979
740,1026
740,771
740,1729
740,789
740,854
740,1297
740,979
741,1117
741,1093
741,861
741,1986
741,1244
741,893
741,1314
741,932
741,1182
742,1690
742,1492
742,1375
742,1038
742,1889
742,1983
742,1188
743,957
743,1459
743,1280
743,1572
743,1475
743,1185
743,1897
743,1227
744,1712
744,1467
744,1958
744,992
744,1606
744,1742
744,761
744,1020
744,1392
744,1367
744,1939
744,1161
745,1515
745,1715
745,1328
745,1187
745,1642
745,1394
745,764
745,1396
745,954
746,1164
746,839
746,1982
746,1211
746,1550
746,1034
746,1923
746,855
746,889
746,1242
746,799
746,912
747,1268
747,1367
747,888
748,1158
748,758
749,1989
749,1895
750,1360
750,1466
751,1770
751,1811
751,1932
752,1082
752,1931
752,1969
753,1649
753,1200
754,1811
754,947
755,997
755,1960
756,1785
757,1276
757,988
757,1355
757,1529
757,1154
757,1312
757,878
757,1249
757,1047
757,1357
757,1643
757,1060
757,1710
757,1941
758,1143
758,1917
758,1354
758,792
758,1555
758,1717
758,1480
758,1085
758,1275
758,1389
758,1938
759,868
759,1074
759,783
759,1667
759,1866
759,1083
759,1042
759,1946
760,1740
760,1594
760,1436
760,1852
760,1187
760,1628
760,1396
761,1712
761,1055
761,1728
761,1444
761,1505
761,1367
761,1939
761,1293
761,1606
761,1161
762,1432
762,1472
762,1549
762,1823
762,870
762,1900
762,1462
762,897
762,1868
763,1676
763,958
763,1313
763,1146
763,1156
763,1812
763,1814
763,1397
763,1998
764,1562
764,1089
764,1703
764,1436
764,1187
764,1394
764,1396
765,1326
765,1362
765,1078
765,1011
765,1650
765,1018
765,1019
765,1940
765,1343
765,1043
765,1962
765,884
765,1516
766,768
766,1869
766,931
766,1526
766,1304
766,1384
766,1698
766,1963
766,1461
766,999
766,940
766,894
767,1049
767,788
768,776
768,1218
768,1904
769,1432
769,1315
770,1121
770,1588
770,971
771,972
771,950
771,849
772,1318
772,1698
773,1044
773,918
773,955
774,1671
775,806
775,1917
775,928
775,1682
776,1153
776,894
777,1243
777,1262
777,1274
778,1418
779,946
779,1636
779,1124
780,1755
780,1876
781,1686
782,1026
783,1994
784,897
784,1345
784,1900
785,1333
785,1755
786,1053
786,1611
786,1374
786,865
786,1330
786,879
786,1091
787,1400
787,810
787,1203
787,1704
787,1540
788,1898
788,1039
788,871
788,1372
788,1672
788,1937
789,1729
789,1554
789,1905
789,1457
790,1369
790,1758
791,1766
791,1337
791,1973
792,1917
792,1373
792,1287
792,1480
792,1623
792,1938
792,885
793,1300
793,1377
793,981
793,937
793,1251
793,1468
794,1185
796,1673
796,1709
796,874
797,1463
797,866
798,857
798,1335
799,1034
800,1006
800,831
800,1113
801,1702
801,1110
802,1751
803,842
803,1513
804,1495
804,894
804,896
804,1534
804,1192
805,1491
805,890
805,1532
805,846
805,1510
805,1253
806,1830
806,1730
807,1869
807,1759
807,1398
808,1281
808,1540
809,1153
809,1157
809,1794
810,1025
810,1784
810,1959
810,1413
810,1015
811,1371
811,918
811,1109
811,938
811,1813
811,1602
811,1770
812,869
812,1633
812,1152
812,1153
812,1157
812,1794
813,1071
813,1290
813,1965
813,845
813,1463
813,1512
814,922
814,1123
814,1422
814,1935
815,858
815,1546
815,1067
815,915
815,894
815,1398
816,1214
816,1096
816,1437
816,1411
816,1489
817,868
817,1463
817,1083
817,1512
818,891
818,1781
819,1606
819,1161
819,1038
820,1299
820,1225
820,1708
820,1707
821,1390
821,1681
822,1943
822,936
822,1136
823,1881
823,1600
824,869
824,919
825,1766
825,1608
826,1646
827,1092
827,987
828,1904
829,1286
830,1113
831,1014
832,1084
833,1961
834,1880
835,1186
835,1310
835,1674
836,1125
836,1046
836,876
837,1369
838,1816
838,883
838,1046
839,1754
839,1417
839,1982
840,1905
840,1929
840,1812
840,1397
841,1277
841,1221
841,967
841,921
841,1087
841,1191
841,1048
842,912
842,1982
842,1034
842,855
842,889
843,1209
843,1785
843,1363
843,1016
843,1310
843,1418
843,1190
844,1379
844,1036
844,1248
844,1976
844,1868
845,872
845,1463
845,1974
846,1168
846,1491
846,890
846,1532
846,1314
846,1253
847,1840
847,1191
847,1048
848,1168
848,1081
848,890
848,1253
849,1291
849,1474
849,1554
849,1592
849,1108
849,1968
850,1596
850,1826
850,1930
850,1086
850,938
850,1193
851,1484
851,1298
851,1041
851,1135
851,1597
852,1755
852,1939
852,877
853,1978
853,1188
853,1349
853,1159
854,1729
854,1260
854,1905
854,954
855,1754
855,912
855,1982
855,1550
856,1399
856,1828
856,1342
857,985
858,1658
859,869
859,1458
860,1889
861,893
861,1314
862,913
862,1664
863,1693
863,1374
864,1519
864,1418
865,1657
865,1444
866,1514
866,1763
867,1615
868,1552
868,1851
868,1186
868,1512
868,1133
868,1974
869,1331
869,1566
869,1904
869,1152
869,1157
869,1794
869,1536
869,953
870,1379
870,1549
870,1292
870,1035
870,1315
870,939
871,1776
871,1680
871,1382
871,1957
871,1935
871,1937
871,1395
872,1426
872,1726
872,1408
872,1387
872,920
872,1651
872,1104
872,1155
873,1755
873,1712
873,1760
873,1488
873,990
873,1367
873,877
873,1438
873,1268
873,1654
873,1161
874,1300
874,1377
874,1251
874,1462
874,1709
874,1468
875,1250
875,1786
875,901
875,1246
875,1706
875,1286
875,1467
875,1517
876,1571
876,1896
876,1385
876,1494
876,1952
876,1393
876,1046
876,1637
877,1074
877,1728
877,1569
877,1438
877,1828
877,1712
877,1392
877,1627
877,1045
877,888
878,1749
879,1031
879,1460
879,1657
880,1427
880,1790
880,1393
880,1681
881,1902
881,1265
882,1186
882,1463
882,1685
882,900
883,1464
883,1820
883,1618
884,1018
884,1019
884,1940
885,1480
885,1600
886,1026
887,1437
887,1944
887,1411
887,1609
889,912
889,1630
889,1982
889,1301
889,1034
889,1901
889,1513
889,1765
889,1242
889,1232
889,1559
890,923
890,1491
890,1168
890,1169
890,1510
890,1063
890,1284
890,1081
890,1532
890,1253
891,1675
891,1894
891,1545
891,1684
891,1370
891,1809
891,1600
891,1418
891,1469
892,1471
892,1897
892,1374
892,1313
892,1538
892,952
893,1093
893,1904
893,927
893,1299
893,1157
893,1314
893,1707
893,1182
893,1383
894,1542
894,1903
894,931
894,1200
894,1495
894,1461
894,1088
894,1750
894,1604
894,1420
895,1952
895,1896
895,1816
895,1003
895,1587
895,1694
895,1891
895,1494
895,1378
895,1247
895,1178
895,1464
895,1915
895,1820
896,1783
896,1963
896,1821
896,1461
896,1658
897,1900
897,1035
897,1432
897,1670
897,1315
897,1502
897,1751
898,1365
898,1901
898,1283
898,1184
898,1266
898,1578
898,1934
898,1603
898,1971
898,1273
899,1977
899,1026
900,1071
900,1155
901,1720
901,1285
902,1957
902,1898
902,1270
903,1244
903,1708
904,1602
904,1044
905,1483
905,915
905,1517
906,1245
907,1671
907,1626
908,1097
908,1950
908,1984
908,1685
909,1391
909,1859
910,1075
910,1077
910,1902
910,1878
910,1189
911,1975
911,1677
911,1899
911,1105
911,1103
911,1111
912,1754
912,1559
912,1982
912,1417
912,1605
912,1232
913,1236
913,1870
913,1903
913,1082
913,1402
914,1068
914,1902
914,1363
914,1617
914,1469
915,1484
915,1987
915,1483
915,1819
916,1367
916,1692
916,1098
916,992
916,1606
916,1045
916,1939
917,1955
917,1652
917,1862
917,1598
918,1813
918,921
918,1930
918,938
918,1040
918,1601
918,1044
919,1681
919,1694
919,1101
919,1202
919,1246
919,1593
919,1939
919,1647
920,1097
920,1552
920,1017
920,1042
921,1087
921,1191
921,1048
922,1595
922,1599
923,1782
924,1613
924,1287
924,983
925,1190
925,1684
926,1156
926,1916
926,1688
927,982
927,1296
927,1446
929,1303
929,1335
930,1979
930,1730
931,1821
931,1874
932,1421
933,1796
933,1070
933,1058
934,1745
934,1503
934,1636
934,1317
934,1655
935,1150
935,1845
935,1817
935,1191
936,1943
936,1070
936,1058
936,1106
936,1792
936,1796
937,1563
937,1377
937,1608
938,1756
938,1908
938,1930
938,1193
939,1205
939,1248
939,1315
939,1901
940,1783
940,1465
940,1286
940,1192
941,1710
941,984
942,1902
942,1189
942,1795
943,1992
943,1971
944,1470
944,1160
944,1021
945,1409
945,1395
945,1680
945,1256
945,1867
946,1778
946,1747
946,1317
947,1925
947,1190
947,1600
948,1703
949,1571
949,1246
949,1378
951,1564
951,1120
951,1201
951,1819
951,1987
952,1167
952,1397
952,1688
953,1942
953,1153
953,1763
954,1905
955,1371
956,1621
956,1703
957,1185
958,1829
958,1431
959,1605
959,1298
960,1969
961,1960
962,1928
962,1209
963,1394
964,1365
964,1738
964,1901
965,1159
965,1188
965,1038
965,1933
966,1945
967,1191
967,1048
968,1815
968,1655
969,1393
969,1247
969,1046
970,1246
970,1003
970,1762
970,1378
971,1898
972,1729
972,1731
973,1092
973,1010
973,1891
974,1519
975,1863
975,1311
975,1126
975,1577
976,1234
976,1935
976,1896
976,1557
977,1903
977,1236
977,1870
977,1082
978,1499
978,1697
978,1931
979,1332
980,1260
980,1761
980,1729
980,1905
981,1653
981,1347
982,1093
982,1495
983,1013
984,1780
984,1905
984,1730
984,985
985,1037
986,1276
986,1389
986,1683
986,1047
986,1941
987,1278
987,1759
987,1891
987,1863
988,1060
988,1529
988,1154
988,1886
988,1357
989,1901
989,1578
989,1603
990,1531
990,1020
990,1654
990,1606
991,1729
992,1367
992,1949
992,1445
993,1308
994,1190
994,1625
994,1469
995,1810
995,1538
995,1431
996,1975
997,1873
997,1458
998,1991
998,1507
999,1687
999,1495
999,1461
1000,1118
1000,1248
1001,1921
1001,1090
1001,1040
1002,1975
1002,1166
1003,1762
1004,1064
1004,1376
1005,1936
1007,1527
1008,1542
1008,1546
1009,1975
1009,1036
1009,1316
1010,1485
1010,1997
1011,1940
1012,1061
1012,1084
1013,1240
1014,1443
1014,1240
1015,1419
1015,1239
1016,1363
1016,1359
1017,1310
1017,1355
1017,1866
1018,1897
1018,1877
1018,1714
1019,1897
1019,1269
1020,1350
1020,1438
1020,1948
1020,1161
1021,1381
1021,1460
1022,1757
1023,1328
1023,1515
1023,1876
1023,1715
1024,1490
1025,1907
1025,1254
1025,1096
1025,1413
1025,1437
1025,1818
1025,1540
1026,1977
1026,1798
1026,1217
1026,1174
1026,1534
1027,1252
1027,1261
1028,1115
1028,1423
1028,1105
1029,1042
1029,1104
1030,1790
1030,1896
1030,1494
1031,1204
1031,1259
1031,1635
1031,1390
1031,1107
1032,1894
1032,1675
1032,1668
1032,1616
1032,1037
1032,1925
1032,1791
1032,1600
1033,1360
1033,1476
1034,1559
1034,1164
1034,1550
1034,1923
1034,1513
1034,1242
1035,1900
1035,1379
1035,1241
1035,1502
1035,1057
1035,1472
1035,1976
1036,1115
1036,1677
1036,1899
1036,1069
1036,1111
1036,1316
1036,1857
1036,1423
1037,1894
1037,1119
1037,1629
1037,1360
1037,1336
1037,1466
1038,1258
1038,1159
1038,1188
1039,1898
1039,1777
1039,1409
1039,1995
1039,1213
1039,1356
1039,1270
1039,1937
1039,1395
1039,1557
1040,1403
1040,1760
1040,1875
1040,1180
1040,1044
1040,1659
1040,1425
1041,1689
1041,1981
1041,1076
1041,1352
1041,1257
1041,1762
1041,1987
1041,1046
1041,1926
1042,1071
1042,1408
1042,1083
1042,1310
1042,1965
1042,1651
1042,1787
1042,1155
1042,1463
1043,1897
1043,1078
1043,1362
1043,1423
1043,1714
1043,1556
1043,1824
1043,1343
1043,1962
1043,1516
1044,1596
1044,1469
1044,1360
1044,1233
1044,1574
1044,1883
1044,1725
1044,1371
1044,1193
1045,1194
1045,1958
1045,1350
1045,1324
1045,1367
1045,1442
1045,1445
1045,1161
1046,1450
1046,1896
1046,1681
1046,1433
1046,1125
1046,1202
1046,1245
1046,1246
1046,1970
1047,1276
1047,1451
1047,1154
1047,1884
1047,1573
1047,1312
1047,1249
1047,1886
1047,1968
1047,1580
1047,1683
1047,1941
1048,1087
1048,1221
1048,1481
1048,1872
1048,1829
1048,1890
1048,1317
1048,1191
1049,1937
1049,1557
1052,1896
1053,1430
1054,1924
1055,1712
1055,1171
1056,1466
1056,1668
1056,1190
1056,1925
1057,1348
1057,1900
1057,1486
1058,1943
1058,1401
1059,1594
1060,1154
1061,1365
1062,1894
1063,1727
1063,1298
1064,1391
1064,1859
1064,1376
1065,1799
1065,1876
1066,1920
1066,1368
1067,1604
1068,1360
1068,1363
1068,1215
1069,1899
1070,1648
1071,1186
1071,1097
1072,1897
1072,1362
1072,1514
1072,1714
1073,1309
1074,1186
1074,1310
1074,1155
1075,1189
1075,1734
1075,1077
1076,1841
1076,1079
1076,1522
1076,1380
1077,1972
1077,1189
1078,1679
1078,1650
1078,1526
1079,1484
1079,1447
1080,1803
1080,1724
1081,1727
1081,1491
1081,1284
1081,1532
1081,1510
1081,1253
1082,1903
1082,1748
1083,1310
1083,1965
1083,1186
1084,1843
1084,1657
1084,1581
1085,1500
1085,1899
1085,1808
1085,1623
1085,1275
1085,1938
1085,1287
1086,1194
1086,1755
1086,1712
1086,1949
1086,1367
1086,1268
1086,1654
1086,1445
1086,1606
1087,1277
1087,1481
1087,1221
1087,1373
1087,1191
1088,1546
1088,1318
1088,1658
1089,1394
1089,1885
1090,1756
1090,1371
1090,1263
1090,1700
1090,1641
1090,1441
1090,1094
1091,1843
1091,1887
1091,1702
1091,1251
1092,1601
1093,1986
1094,1429
1094,1875
1095,1367
1095,1161
1095,1342
1096,1254
1096,1739
1096,1363
1097,1322
1097,1463
1098,1712
1098,1949
1098,1445
1098,1654
1098,1466
1099,1548
1100,1317
1101,1673
1101,1494
1102,1341
1102,1154
1102,1312
1102,1249
1102,1941
1104,1533
1104,1782
1105,1899
1106,1401
1106,1452
1106,1229
1106,1648
1106,1136
1107,1204
1107,1548
1107,1462
1108,1347
1108,1323
1108,1649
1108,1753
1108,1653
1109,1760
1109,1231
1109,1813
1109,1659
1110,1429
1110,1843
1110,1250
1110,1657
1111,1975
1111,1726
1112,1665
1112,1115
1113,1399
1114,1325
1115,1527
1116,1861
1116,1582
1117,1163
1117,1244
1118,1823
1119,1363
1119,1358
1120,1678
1120,1926
1120,1576
1121,1799
1121,1557
1121,1382
1122,1768
1122,1891
1122,1311
1122,1601
1123,1369
1123,1344
1124,1503
1124,1714
1124,1655
1125,1673
1125,1952
1125,1464
1126,1891
1126,1338
1126,1601
1127,1836
1128,1351
1128,1682
1129,1462
1129,1170
1130,1606
1131,1864
1132,1611
1132,1460
1132,1283
1134,1967
1134,1931
1134,1282
1135,1926
1136,1401
1137,1398
1138,1360
1138,1894
1139,1386
1140,1363
1140,1302
1141,1206
1142,1185
1142,1572
1143,1810
1144,1277
1144,1191
1144,1872
1145,1260
1145,1729
1146,1196
1147,1477
1148,1652
1149,1905
1150,1967
1150,1817
1151,1662
1151,1896
1152,1942
1152,1919
1152,1741
1152,1808
1152,1157
1153,1695
1153,1337
1153,1763
1153,1904
1153,1442
1154,1276
1154,1237
1154,1683
1154,1589
1154,1312
1154,1249
1154,1357
1154,1941
1155,1560
1155,1800
1155,1310
1155,1787
1155,1685
1155,1186
1155,1866
1156,1471
1156,1405
1156,1211
1156,1918
1156,1806
1156,1929
1156,1998
1156,1541
1157,1984
1157,1197
1157,1904
1157,1536
1158,1779
1158,1985
1158,1435
1158,1373
1158,1717
1158,1480
1158,1389
1159,1983
1159,1738
1159,1406
1159,1258
1159,1375
1159,1978
1161,1755
1161,1505
1161,1712
1161,1392
1162,1199
1162,1609
1162,1542
1162,1687
1162,1495
1162,1963
1162,1750
1162,1318
1162,1604
1163,1244
1163,1956
1164,1982
1165,1442
1165,1984
1166,1899
1167,1453
1168,1838
1169,1727
1170,1490
1170,1377
1171,1947
1172,1208
1172,1983
1173,1512
1173,1839
1173,1866
1174,1420
1175,1336
1175,1190
1175,1684
1176,1238
1176,1517
1177,1754
1177,1513
1178,1247
1178,1378
1179,1340
1180,1908
1181,1303
1181,1600
1182,1744
1183,1871
1183,1390
1184,1365
1184,1738
1184,1992
1184,1578
1184,1934
1184,1603
1184,1971
1184,1273
1184,1518
1185,1280
1185,1572
1185,1475
1185,1459
1185,1186
1185,1387
1186,1558
1186,1782
1186,1637
1187,1660
1187,1671
1187,1642
1187,1327
1187,1289
1187,1396
1188,1690
1188,1978
1188,1889
1188,1493
1188,1375
1188,1991
1188,1746
1189,1265
1189,1857
1189,1878
1189,1699
1190,1785
1190,1440
1190,1970
1190,1466
1191,1277
1191,1481
1191,1829
1191,1221
1191,1872
1192,1732
1192,1366
1192,1465
1192,1783
1192,1687
1192,1202
1192,1312
1192,1996
1192,1398
1193,1779
1193,1596
1193,1822
1193,1700
1193,1574
1193,1441
1193,1602
1194,1728
1194,1267
1195,1235
1195,1753
1197,1236
1197,1288
1198,1391
1198,1859
1199,1480
1199,1368
1200,1522
1201,1407
1201,1484
1201,1981
1202,1639
1203,1353
1204,1548
1205,1549
1205,1248
1206,1364
1206,1582
1207,1278
1207,1761
1207,1311
1208,1271
1209,1684
1210,1677
1212,1850
1212,1530
1212,1524
1213,1672
1214,1215
1214,1704
1214,1772
1216,1716
1216,1976
1217,1375
1218,1741
1219,1771
1219,1981
1219,1980
1220,1895
1220,1964
1220,1607
1223,1492
1224,1972
1225,1314
1226,1797
1226,1311
1226,1232
1229,1796
1229,1591
1230,1613
1231,1403
1233,1596
1234,1898
1234,1395
1235,1649
1236,1634
1237,1573
1237,1312
1237,1373
1237,1249
1238,1467
1238,1448
1239,1837
1239,1704
1239,1411
1240,1443
1241,1803
1241,1412
1241,1502
1242,1982
1243,1262
1243,1320
1244,1650
1244,1314
1244,1446
1245,1985
1245,1587
1245,1951
1245,1494
1245,1247
1246,1673
1246,1896
1246,1762
1246,1915
1246,1571
1247,1433
1247,1697
1247,1416
1247,1464
1247,1393
1248,1412
1249,1573
1249,1643
1249,1683
1249,1710
1250,1706
1250,1467
1250,1517
1250,1448
1251,1490
1251,1462
1252,1354
1252,1330
1252,1702
1252,1444
1253,1491
1253,1532
1255,1985
1255,1373
1255,1808
1255,1480
1256,1270
1256,1624
1256,1680
1257,1689
1257,1900
1257,1632
1258,1933
1259,1661
1260,1979
1261,1460
1262,1320
1262,1530
1262,1850
1263,1596
1263,1574
1263,1711
1264,1676
1264,1780
1264,1666
1266,1901
1266,1283
1266,1603
1266,1972
1267,1278
1267,1525
1267,1601
1269,1362
1270,1449
1270,1898
1270,1382
1271,1983
1271,1858
1271,1392
1272,1279
1272,1369
1272,1614
1272,1509
1273,1365
1273,1901
1274,1561
1274,1524
1274,1530
1274,1850
1275,1389
1275,1487
1276,1941
1277,1840
1278,1891
1278,1311
1278,1601
1279,1758
1279,1369
1279,1509
1280,1572
1280,1387
1281,1898
1281,1822
1281,1695
1282,1895
1282,1764
1283,1901
1283,1603
1284,1688
1284,1491
1285,1890
1285,1467
1286,1448
1287,1779
1287,1480
1289,1660
1290,1851
1291,1905
1293,1859
1294,1920
1294,1658
1295,1551
1295,1615
1295,1674
1296,1836
1296,1421
1297,1979
1298,1483
1298,1576
1298,1447
1301,1421
1304,1752
1305,1691
1305,1632
1306,1945
1306,1397
1306,1541
1307,1652
1307,1947
1308,1982
1309,1895
1309,1735
1309,1696
1309,1966
1309,1313
1309,1993
1309,1818
1310,1918
1310,1965
1310,1515
1311,1759
1311,1891
1311,1439
1311,1844
1311,1797
1311,1525
1312,1451
1312,1573
1312,1529
1312,1580
1312,1643
1312,1941
1313,1916
1313,1688
1313,1812
1313,1538
1314,1383
1314,1508
1314,1378
1314,1446
1315,1549
1315,1472
1316,1975
1316,1899
1316,1585
1317,1520
1317,1745
1317,1523
1317,1503
1317,1893
1317,1815
1317,1655
1318,1522
1318,1687
1318,1340
1318,1658
1318,1465
1318,1731
1319,1426
1319,1355
1319,1339
1320,1380
1321,1894
1321,1791
1321,1369
1322,1462
1322,1910
1322,1865
1323,1653
1324,1333
1324,1719
1325,1975
1326,1362
1326,1897
1327,1621
1327,1515
1327,1562
1328,1740
1329,1443
1329,1852
1330,1843
1330,1460
1330,1657
1331,1763
1331,1904
1331,1814
1333,1948
1333,1712
1334,1539
1334,1895
1335,1443
1336,1625
1337,1608
1338,1638
1339,1719
1339,1851
1341,1886
1342,1742
1342,1392
1342,1755
1343,1679
1344,1599
1346,1607
1347,1653
1350,1445
1351,1656
1352,1484
1352,1882
1353,1419
1353,1944
1354,1480
1355,1726
1356,1372
1357,1710
1358,1684
1359,1363
1360,1545
1360,1363
1360,1874
1360,1809
1360,1925
1360,1466
1360,1849
1361,1618
1362,1428
1362,1897
1362,1481
1362,1701
1362,1650
1362,1679
1362,1535
1362,1824
1363,1894
1363,1600
1363,1589
1363,1418
1364,1671
1364,1747
1364,1936
1365,1578
1365,1934
1365,1518
1366,1963
1367,1428
1367,1712
1367,1669
1367,1976
1367,1654
1367,1627
1367,1939
1369,1758
1369,1509
1370,1675
1370,1946
1370,1785
1370,1809
1370,1941
1371,1875
1371,1602
1372,1898
1372,1680
1372,1911
1372,1686
1372,1937
1372,1395
1372,1468
1373,1917
1373,1555
1373,1480
1373,1389
1373,1938
1374,1453
1374,1814
1374,1397
1375,1983
1375,1737
1375,1889
1375,1746
1376,1631
1376,1859
1376,1827
1376,1391
1376,1397
1377,1709
1377,1468
1377,1410
1377,1910
1377,1462
1377,1608
1377,1973
1378,1404
1378,1433
1378,1647
1378,1639
1378,1618
1378,1416
1378,1880
1378,1973
1380,1483
1381,1757
1382,1898
1382,1888
1384,1495
1384,1861
1385,1896
1385,1970
1385,1762
1386,1391
1386,1859
1387,1475
1388,1511
1388,1638
1389,1779
1389,1985
1389,1938
1390,1661
1391,1859
1392,1488
1392,1728
1392,1606
1393,1506
1393,1480
1393,1647
1394,1799
1395,1409
1395,1935
1396,1562
1396,1570
1396,1436
1397,1584
1398,1732
1398,1504
1399,1895
1400,1739
1400,1924
1400,1547
1401,1648
1402,1716
1402,1903
1403,1930
1403,1596
1404,1952
1404,1970
1405,1688
1406,1460
1407,1839
1407,1987
1408,1622
1410,1462
1410,1608
1411,1739
1412,1976
1413,1419
1414,1784
1415,1729
1415,1457
1416,1951
1416,1832
1416,1464
1416,1820
1417,1559
1417,1982
1417,1550
1418,1894
1419,1437
1419,1540
1420,1783
1420,1698
1421,1986
1421,1836
1422,1599
1423,1975
1423,1899
1424,1674
1424,1811
1424,1932
1424,1723
1424,1425
1425,1551
1425,1705
1425,1999
1427,1967
1428,1877
1428,1701
1428,1516
1430,1757
1432,1976
1433,1618
1433,1464
1434,1672
1434,1995
1434,1935
1434,1937
1435,1985
1435,1480
1435,1938
1436,1722
1436,1932
1436,1642
1437,1784
1437,1944
1437,1704
1438,1949
1438,1728
1438,1790
1438,1939
1439,1768
1439,1601
1439,1863
1440,1946
1440,1874
1440,1706
1441,1883
1441,1602
1441,1930
1442,1612
1442,1904
1444,1460
1445,1654
1446,1956
1447,1987
1447,1926
1448,1668
1448,1777
1448,1456
1449,1843
1449,1581
1450,1571
1450,1896
1451,1941
1452,1792
1453,1541
1454,1802
1454,1517
1455,1921
1455,1775
1457,1730
1460,1470
1460,1479
1460,1461
1461,1920
1461,1750
1461,1604
1461,1495
1462,1865
1462,1973
1463,1871
1463,1773
1464,1896
1464,1762
1464,1494
1464,1482
1464,1971
1465,1542
1465,1495
1465,1604
1465,1546
1466,1894
1466,1668
1466,1617
1467,1890
1467,1706
1467,1786
1467,1720
1467,1517
1468,1490
1468,1973
1469,1781
1469,1600
1469,1616
1469,1702
1471,1812
1474,1990
1476,1589
1476,1684
1477,1547
1477,1944
1478,1945
1478,1806
1478,1541
1479,1702
1480,1487
1480,1807
1482,1820
